Please enter participant ID number,Democratic Presidential Primary,School,US House (District 8),US House (District 20),US House (District 25),U.S. House (District 27),U.S. House (District 28),U.S. House (District 29),U.S. House (District 30),US House (District 31),U.S. House (District 32),US House (District 33),U.S. House (District 34),U.S. House (District 37),U.S. House (District 38),U.S. House (District 40),US House (District 41),U.S. House (District 43),U.S. House (District 44),U.S. House (District 47),California Proposition 13
ARL2057,Bernie Sanders (D),Arlington High School,,,,,,,,,,,,,,,Mark Takano (D)(Incumbent),,,,Yes
ARL2058,Bernie Sanders (D),Arlington High School,,,,,,,,,,,,,,,Grace Williams (D),,,,Yes
ARL2059,Bernie Sanders (D),Arlington High School,,,,,,,,,,,,,,,Mark Takano (D)(Incumbent),,,,Yes
ARL2060,Bernie Sanders (D),Arlington High School,,,,,,,,,,,,,,,Mark Takano (D)(Incumbent),,,,Yes
ARL2061,Elizabeth Warren (D),Arlington High School,,,,,,,,,,,,,,,Aja Smith (R),,,,No
ARL2062,Bernie Sanders (D),Arlington High School,,,,,,,,,,,,,,,Mark Takano (D)(Incumbent),,,,No
ARL2063,Bernie Sanders (D),Arlington High School,,,,,,,,,,,,,,,Grace Williams (D),,,,No
ARL2064,Bernie Sanders (D),Arlington High School,,,,,,,,,,,,,,,Mark Takano (D)(Incumbent),,,,No
ARL2065,Pete Buttigieg (D),Arlington High School,,,,,,,,,,,,,,,Grace Williams (D),,,,Yes
ARL2066,Bernie Sanders (D),Arlington High School,,,,,,,,,,,,,,,Mark Takano (D)(Incumbent),,,,Yes
ARL2069,Bernie Sanders (D),Arlington High School,,,,,,,,,,,,,,,Mark Takano (D)(Incumbent),,,,No
ARL2070,Joe Biden (D),Arlington High School,,,,,,,,,,,,,,,Aja Smith (R),,,,Yes
ARL2071,Bernie Sanders (D),Arlington High School,,,,,,,,,,,,,,,Mark Takano (D)(Incumbent),,,,Yes
ARL2072,Bernie Sanders (D),Arlington High School,,,,,,,,,,,,,,,Mark Takano (D)(Incumbent),,,,No
ARL2073,Pete Buttigieg (D),Arlington High School,,,,,,,,,,,,,,,Mark Takano (D)(Incumbent),,,,No
ARL2074,Bernie Sanders (D),Arlington High School,,,,,,,,,,,,,,,Mark Takano (D)(Incumbent),,,,Yes
ARL2075,Elizabeth Warren (D),Arlington High School,,,,,,,,,,,,,,,Mark Takano (D)(Incumbent),,,,Yes
ARL2076,Bernie Sanders (D),Arlington High School,,,,,,,,,,,,,,,Mark Takano (D)(Incumbent),,,,Yes
ARL2077,Pete Buttigieg (D),Arlington High School,,,,,,,,,,,,,,,Mark Takano (D)(Incumbent),,,,No
ARL2078,Bernie Sanders (D),Arlington High School,,,,,,,,,,,,,,,Mark Takano (D)(Incumbent),,,,Yes
ARL2079,Bernie Sanders (D),Arlington High School,,,,,,,,,,,,,,,Mark Takano (D)(Incumbent),,,,No
arl2080,Bernie Sanders (D),Arlington High School,,,,,,,,,,,,,,,Mark Takano (D)(Incumbent),,,,Yes
arl2081,Michael Bloomberg (D),Arlington High School,,,,,,,,,,,,,,,Mark Takano (D)(Incumbent),,,,Yes
ARL2082,Bernie Sanders (D),Arlington High School,,,,,,,,,,,,,,,Mark Takano (D)(Incumbent),,,,Yes
ARL2083,Bernie Sanders (D),Arlington High School,,,,,,,,,,,,,,,Mark Takano (D)(Incumbent),,,,Yes
ARL2085,Bernie Sanders (D),Arlington High School,,,,,,,,,,,,,,,Mark Takano (D)(Incumbent),,,,Yes
ARL2086,Michael Bloomberg (D),Arlington High School,,,,,,,,,,,,,,,Grace Williams (D),,,,Yes
ARL2087,Michael Bloomberg (D),Arlington High School,,,,,,,,,,,,,,,Aja Smith (R),,,,No
ARL2088,Bernie Sanders (D),Arlington High School,,,,,,,,,,,,,,,Mark Takano (D)(Incumbent),,,,Yes
ARL2089,Bernie Sanders (D),Arlington High School,,,,,,,,,,,,,,,Grace Williams (D),,,,Yes
ARL2090,Bernie Sanders (D),Arlington High School,,,,,,,,,,,,,,,Grace Williams (D),,,,Yes
ARL2091,Joe Biden (D),Arlington High School,,,,,,,,,,,,,,,Aja Smith (R),,,,No
ARL2094,Joe Biden (D),Arlington High School,,,,,,,,,,,,,,,Aja Smith (R),,,,No
ARL2095,Joe Biden (D),Arlington High School,,,,,,,,,,,,,,,Grace Williams (D),,,,No
ARL2096,Joe Biden (D),Arlington High School,,,,,,,,,,,,,,,Grace Williams (D),,,,Yes
ARL2097,Michael Bloomberg (D),Arlington High School,,,,,,,,,,,,,,,Grace Williams (D),,,,Yes
ARL2098,Bernie Sanders (D),Arlington High School,,,,,,,,,,,,,,,Grace Williams (D),,,,Yes
ARL2099,Andrew Yang (D),Arlington High School,,,,,,,,,,,,,,,Grace Williams (D),,,,Yes
ARL2100,Michael Bloomberg (D),Arlington High School,,,,,,,,,,,,,,,Aja Smith (R),,,,Yes
ARL2101,Bernie Sanders (D),Arlington High School,,,,,,,,,,,,,,,,,,,
ARL2102,Bernie Sanders (D),Arlington High School,,,,,,,,,,,,,,,Grace Williams (D),,,,Yes
ARL2104,Joe Biden (D),Arlington High School,,,,,,,,,,,,,,,Grace Williams (D),,,,Yes
ARL2105,Bernie Sanders (D),Arlington High School,,,,,,,,,,,,,,,Mark Takano (D)(Incumbent),,,,No
ARL2106,Joe Biden (D),Arlington High School,,,,,,,,,,,,,,,Mark Takano (D)(Incumbent),,,,Yes
ARL2110,Bernie Sanders (D),Arlington High School,,,,,,,,,,,,,,,Grace Williams (D),,,,Yes
ARL2111,Bernie Sanders (D),Arlington High School,,,,,,,,,,,,,,,,,,,
ARL21111,Bernie Sanders (D),Arlington High School,,,,,,,,,,,,,,,Grace Williams (D),,,,Yes
ARL2112,Elizabeth Warren (D),Arlington High School,,,,,,,,,,,,,,,Grace Williams (D),,,,Yes
ARL2113,Bernie Sanders (D),Arlington High School,,,,,,,,,,,,,,,Mark Takano (D)(Incumbent),,,,No
ARL2114,Andrew Yang (D),Arlington High School,,,,,,,,,,,,,,,Grace Williams (D),,,,Yes
ARL2115,Bernie Sanders (D),Arlington High School,,,,,,,,,,,,,,,Grace Williams (D),,,,Yes
ARL2116,,Arlington High School,,,,,,,,,,,,,,,Aja Smith (R),,,,No
ARL2117,Bernie Sanders (D),Arlington High School,,,,,,,,,,,,,,,Mark Takano (D)(Incumbent),,,,No
ARL2118,Bernie Sanders (D),Arlington High School,,,,,,,,,,,,,,,Mark Takano (D)(Incumbent),,,,Yes
ARL2119,Bernie Sanders (D),Arlington High School,,,,,,,,,,,,,,,Mark Takano (D)(Incumbent),,,,No
ARL2120,Bernie Sanders (D),Arlington High School,,,,,,,,,,,,,,,Grace Williams (D),,,,Yes
ARL2121,Bernie Sanders (D),Arlington High School,,,,,,,,,,,,,,,Mark Takano (D)(Incumbent),,,,Yes
ARL2122,Joe Biden (D),Arlington High School,,,,,,,,,,,,,,,Grace Williams (D),,,,Yes
ARL2123,Michael Bloomberg (D),Arlington High School,,,,,,,,,,,,,,,Mark Takano (D)(Incumbent),,,,Yes
ARL2124,Bernie Sanders (D),Arlington High School,,,,,,,,,,,,,,,Mark Takano (D)(Incumbent),,,,Yes
ARL2125,Bernie Sanders (D),Arlington High School,,,,,,,,,,,,,,,Mark Takano (D)(Incumbent),,,,No
ARL2126,Joe Biden (D),Arlington High School,,,,,,,,,,,,,,,Mark Takano (D)(Incumbent),,,,Yes
ARL2128,Bernie Sanders (D),Arlington High School,,,,,,,,,,,,,,,Grace Williams (D),,,,Yes
ARL2129,Pete Buttigieg (D),Arlington High School,,,,,,,,,,,,,,,Grace Williams (D),,,,No
ARL2130,Amy Klobuchar (D),Arlington High School,,,,,,,,,,,,,,,Aja Smith (R),,,,Yes
ARL2131,Pete Buttigieg (D),Arlington High School,,,,,,,,,,,,,,,Grace Williams (D),,,,Yes
ARL2132,Pete Buttigieg (D),Arlington High School,,,,,,,,,,,,,,,Grace Williams (D),,,,Yes
ARL2133,Pete Buttigieg (D),Arlington High School,,,,,,,,,,,,,,,Mark Takano (D)(Incumbent),,,,No
ARL2134,Tulsi Gabbard (D),Arlington High School,,,,,,,,,,,,,,,Aja Smith (R),,,,No
ARL2135,Bernie Sanders (D),Arlington High School,,,,,,,,,,,,,,,Mark Takano (D)(Incumbent),,,,No
ARL2137,Bernie Sanders (D),Arlington High School,,,,,,,,,,,,,,,Mark Takano (D)(Incumbent),,,,Yes
ARL2138,Pete Buttigieg (D),Arlington High School,,,,,,,,,,,,,,,Mark Takano (D)(Incumbent),,,,No
ARL2139,Elizabeth Warren (D),Arlington High School,,,,,,,,,,,,,,,Mark Takano (D)(Incumbent),,,,Yes
ARL2140,Bernie Sanders (D),Arlington High School,,,,,,,,,,,,,,,Grace Williams (D),,,,Yes
ARL2142,Bernie Sanders (D),Arlington High School,,,,,,,,,,,,,,,Mark Takano (D)(Incumbent),,,,Yes
ARL2143,Bernie Sanders (D),Arlington High School,,,,,,,,,,,,,,,Mark Takano (D)(Incumbent),,,,Yes
ARL2144,Bernie Sanders (D),Arlington High School,,,,,,,,,,,,,,,Mark Takano (D)(Incumbent),,,,Yes
ARL2145,Bernie Sanders (D),Arlington High School,,,,,,,,,,,,,,,Grace Williams (D),,,,Yes
ARL2146,Bernie Sanders (D),Arlington High School,,,,,,,,,,,,,,,Mark Takano (D)(Incumbent),,,,Yes
ARL2148,Joe Biden (D),Arlington High School,,,,,,,,,,,,,,,Aja Smith (R),,,,No
ARL2150,Michael Bloomberg (D),Arlington High School,,,,,,,,,,,,,,,Mark Takano (D)(Incumbent),,,,No
ARL2151,Michael Bloomberg (D),Arlington High School,,,,,,,,,,,,,,,Mark Takano (D)(Incumbent),,,,Yes
ARL2152,Bernie Sanders (D),Arlington High School,,,,,,,,,,,,,,,Mark Takano (D)(Incumbent),,,,Yes
ARL2153,Michael Bloomberg (D),Arlington High School,,,,,,,,,,,,,,,Grace Williams (D),,,,Yes
BHHS1123,Joe Biden (D),Beverly Hills High School,,,,,,,,,,Albert Maxwell Goldberg (D),,,,,,,,,Yes
BM1097,Pete Buttigieg (D),Belmont Senior High School,,,,,,,,,,,Frances Yasmeen Motiwalla (D),,,,,,,,Yes
BM1110,Bernie Sanders (D),Belmont Senior High School,,,,,,,,,,,Joanne Wright (R),,,,,,,,Yes
BMT1000,Pete Buttigieg (D),Belmont Senior High School,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
BMT1001,Bernie Sanders (D),Belmont Senior High School,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
BMT1002,Elizabeth Warren (D),Belmont Senior High School,,,,,,,,,,,David Kim (D),,,,,,,,Yes
BMT1003,Bernie Sanders (D),Belmont Senior High School,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
BMT1004,Michael Bennet (D),Belmont Senior High School,,,,,,,,,,,,,,David Sanchez (D),,,,,Yes
BMT1006,Pete Buttigieg (D),Belmont Senior High School,,,,,,,,,,,Joanne Wright (R),,,,,,,,Yes
BMT1007,Bernie Sanders (D),Belmont Senior High School,,,,,,,,,,,David Kim (D),,,,,,,,Yes
BMT1008,Pete Buttigieg (D),Belmont Senior High School,,,,,,,,,,,David Kim (D),,,,,,,,Yes
BMT1009,Bernie Sanders (D),Belmont Senior High School,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
BMT1010,Bernie Sanders (D),Belmont Senior High School,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
BMT1011,Andrew Yang (D),Belmont Senior High School,,,,,,,,,,,David Kim (D),,,,,,,,Yes
BMT1012,Bernie Sanders (D),Belmont Senior High School,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
BMT1013,Amy Klobuchar (D),Belmont Senior High School,,,,,,,,,,,Joanne Wright (R),,,,,,,,Yes
bmt1014,Elizabeth Warren (D),Belmont Senior High School,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
BMT1015,Bernie Sanders (D),Belmont Senior High School,,,,,,,,,,,David Kim (D),,,,,,,,Yes
bmt1017,Bernie Sanders (D),Belmont Senior High School,,,,,,,,,,,Joanne Wright (R),,,,,,,,Yes
BMT1018,Bernie Sanders (D),Belmont Senior High School,,,,,,,,,,,David Kim (D),,,,,,,,Yes
BMT1021,Bernie Sanders (D),Belmont Senior High School,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
BMT1022,Bernie Sanders (D),Belmont Senior High School,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
BMT1023,Bernie Sanders (D),Belmont Senior High School,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
BMT1024,Bernie Sanders (D),Belmont Senior High School,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
BMT1025,Bernie Sanders (D),Belmont Senior High School,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
BMT1026,Bernie Sanders (D),Belmont Senior High School,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
BMT1027,Bernie Sanders (D),Belmont Senior High School,,,,,,,,,,,Keanakay Scott (D),,,,,,,,Yes
BMT1029,Bernie Sanders (D),Belmont Senior High School,,,,,,,,,,,David Kim (D),,,,,,,,Yes
BMT1030,Bernie Sanders (D),Belmont Senior High School,,,,,,,,,,,David Kim (D),,,,,,,,Yes
BMT1032,Bernie Sanders (D),Belmont Senior High School,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
BMT1033,Bernie Sanders (D),Belmont Senior High School,,,,,,,,,,,Keanakay Scott (D),,,,,,,,Yes
BMT1035,Bernie Sanders (D),Belmont Senior High School,,,,,,,,,,,David Kim (D),,,,,,,,Yes
BMT1036,Joe Biden (D),Belmont Senior High School,,,,,,,,,,,Frances Yasmeen Motiwalla (D),,,,,,,,Yes
BMT1038,Pete Buttigieg (D),Belmont Senior High School,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
bmt1040,Bernie Sanders (D),Belmont Senior High School,,,,,,,,,,,Keanakay Scott (D),,,,,,,,Yes
BMT1041,Bernie Sanders (D),Belmont Senior High School,,,,,,,,,,,David Kim (D),,,,,,,,Yes
BMT1042,Bernie Sanders (D),Belmont Senior High School,,,,,,,,,,,,,,,,,,,Yes
BMT1044,Deval Patrick (D),Belmont Senior High School,,,,,,,,,,,Frances Yasmeen Motiwalla (D),,,,,,,,Yes
BMT1046,Bernie Sanders (D),Belmont Senior High School,,,,,,,,,,,David Kim (D),,,,,,,,Yes
BMT1047,Bernie Sanders (D),Belmont Senior High School,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
BMT1048,Bernie Sanders (D),Belmont Senior High School,,,,,,,,,,,Joanne Wright (R),,,,,,,,Yes
bmt1049,Bernie Sanders (D),Belmont Senior High School,,,,,,,,,,,Joanne Wright (R),,,,,,,,Yes
BMT1050,Pete Buttigieg (D),Belmont Senior High School,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
BMT1051,Andrew Yang (D),Belmont Senior High School,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
BMT1052,Bernie Sanders (D),Belmont Senior High School,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
BMT1054,Elizabeth Warren (D),Belmont Senior High School,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
BMT1057,Bernie Sanders (D),Belmont Senior High School,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
BMT1058,Bernie Sanders (D),Belmont Senior High School,,,,,,,,,,,Keanakay Scott (D),,,,,,,,Yes
BMT1059,Pete Buttigieg (D),Belmont Senior High School,,,,,,,,,,,Keanakay Scott (D),,,,,,,,Yes
BMT1060,Joe Biden (D),Belmont Senior High School,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
BMT1061,Joe Biden (D),Belmont Senior High School,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
BMT1064,Bernie Sanders (D),Belmont Senior High School,,,,,,,,,,,Frances Yasmeen Motiwalla (D),,,,,,,,No
BMT1065,Pete Buttigieg (D),Belmont Senior High School,,,,,,,,,,,Frances Yasmeen Motiwalla (D),,,,,,,,
BMT1066,Bernie Sanders (D),Belmont Senior High School,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
BMT1067,Pete Buttigieg (D),Belmont Senior High School,,,,,,,,,,,,Larry Thompson (Independent),,,,,,,Yes
bmt1068,Bernie Sanders (D),Belmont Senior High School,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
BMT1069,Bernie Sanders (D),Belmont Senior High School,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
bmt1070,,Belmont Senior High School,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
BMT1071,Bernie Sanders (D),Belmont Senior High School,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
BMT1072,Andrew Yang (D),Belmont Senior High School,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
BMT1073,Joe Biden (D),Belmont Senior High School,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
BMT1076,Bernie Sanders (D),Belmont Senior High School,,,,,,,,,,,Frances Yasmeen Motiwalla (D),,,,,,,,Yes
BMT1078,Bernie Sanders (D),Belmont Senior High School,,,,,,,,,,,Keanakay Scott (D),,,,,,,,Yes
BMT1079,Joe Biden (D),Belmont Senior High School,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
BMT1080,Joe Biden (D),Belmont Senior High School,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
BMT1081,Elizabeth Warren (D),Belmont Senior High School,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,
BMT1082,Bernie Sanders (D),Belmont Senior High School,,,,,,,,,,,David Kim (D),,,,,,,,Yes
BMT1084,Bernie Sanders (D),Belmont Senior High School,,,,,,,,,,,David Kim (D),,,,,,,,Yes
bmt1085,Bernie Sanders (D),Belmont Senior High School,,,,,,,,,,,David Kim (D),,,,,,,,Yes
BMT1086,Pete Buttigieg (D),Belmont Senior High School,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
BMT1089,Bernie Sanders (D),Belmont Senior High School,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,No
BMT1090,Bernie Sanders (D),Belmont Senior High School,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
BMT1091,Bernie Sanders (D),Belmont Senior High School,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
BMT1092,Bernie Sanders (D),Belmont Senior High School,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
BMT1094,Bernie Sanders (D),Belmont Senior High School,,,,,,,,,,,David Kim (D),,,,,,,,
BMT1096,,Belmont Senior High School,,,,,,,,,,,Keanakay Scott (D),,,,,,,,Yes
BMT1099,Bernie Sanders (D),Belmont Senior High School,,,,,,,,,,,David Kim (D),,,,,,,,Yes
BMT1101,Bernie Sanders (D),Belmont Senior High School,,,,,,,,,,,Frances Yasmeen Motiwalla (D),,,,,,,,Yes
BMT1103,Bernie Sanders (D),Belmont Senior High School,,,,,,,,,,,,,,,,,,,Yes
BMT1104,Michael Bennet (D),Belmont Senior High School,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
BMT1105,Elizabeth Warren (D),Belmont Senior High School,,,,,,,,,,,Frances Yasmeen Motiwalla (D),,,,,,,,Yes
BMT1106,Bernie Sanders (D),Belmont Senior High School,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
BMT1107,Tom Steyer (D),Belmont Senior High School,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
BMT1108,Michael Bloomberg (D),Belmont Senior High School,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
BMT1111,Bernie Sanders (D),Belmont Senior High School,,,,,,,,,,,,,,,,,Nanette Barragan (D)(Incumbent),,Yes
BMT1112,Bernie Sanders (D),Belmont Senior High School,,,,,,,,,,,Frances Yasmeen Motiwalla (D),,,,,,,,Yes
BMT1114,Bernie Sanders (D),Belmont Senior High School,,,,,,,,,,,Keanakay Scott (D),,,,,,,,Yes
BMT1115,Bernie Sanders (D),Belmont Senior High School,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
BMT1117,Bernie Sanders (D),Belmont Senior High School,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
BMT1119,Bernie Sanders (D),Belmont Senior High School,,,,,,,,,,,David Kim (D),,,,,,,,Yes
BMT1120,Joe Biden (D),Belmont Senior High School,,,,,,,,,,,Joanne Wright (R),,,,,,,,Yes
BMT1133,Bernie Sanders (D),Belmont Senior High School,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
BMT1134,Tom Steyer (D),Belmont Senior High School,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
BMT1610,Pete Buttigieg (D),Belmont Senior High School,,,,,,,,,,,Frances Yasmeen Motiwalla (D),,,,,,,,Yes
BMT9810,Michael Bloomberg (D),Belmont Senior High School,,,,,,,,,,,David Kim (D),,,,,,,,Yes
BMTI028,Bernie Sanders (D),Belmont Senior High School,,,,,,,,,,,Joanne Wright (R),,,,,,,,Yes
BMTL088,Bernie Sanders (D),Belmont Senior High School,,,,,,,,,,,Joanne Wright (R),,,,,,,,No
BTM1093,Bernie Sanders (D),Belmont Senior High School,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
cvhs1000,Andrew Yang (D),Crescenta Valley High School,,,,,Adam Schiff (D)(Incumbent),,,,,,,,,,,,,,Yes
CVHS1001,,Crescenta Valley High School,,,,,,,,,,,,,,,,,,,
CVHS1002,,Crescenta Valley High School,,,,,,,,,,,,,,,,,,,
CVHS1003,,Crescenta Valley High School,,,,,,,,,,,,,,,,,,,Yes
Cvhs1005,,Crescenta Valley High School,,,,,Jennifer Barbosa (Independent),,,,,,,,,,,,,,No
cvhs1006,Bernie Sanders (D),Crescenta Valley High School,,,,,Chad Anderson (D),,,,,,,,,,,,,,Yes
Cvhs1007,,Crescenta Valley High School,,,,,Eric Early (R),,,,,,,,,,,,,,No
Cvhs1008,,Crescenta Valley High School,,,,,Jennifer Barbosa (Independent),,,,,,,,,,,,,,Yes
cvhs1009,Bernie Sanders (D),Crescenta Valley High School,,,,,Chad Anderson (D),,,,,,,,,,,,,,Yes
cvhs1011,Michael Bloomberg (D),Crescenta Valley High School,,,,,Eric Early (R),,,,,,,,,,,,,,Yes
CVHS1012,Michael Bloomberg (D),Crescenta Valley High School,,,,,William Bodell (R),,,,,,,,,,,,,,No
cvhs1013,,Crescenta Valley High School,,,,,Jennifer Barbosa (Independent),,,,,,,,,,,,,,Yes
Cvhs1016,,Crescenta Valley High School,,,,,,,,,,,,,,,,,,,
cvhs1019,Tom Steyer (D),Crescenta Valley High School,,,,,Ara Khachi Manoogian (D),,,,,,,,,,,,,,Yes
cvhs1020,Bernie Sanders (D),Crescenta Valley High School,,,,,Adam Schiff (D)(Incumbent),,,,,,,,,,,,,,Yes
CVHS1021,Pete Buttigieg (D),Crescenta Valley High School,,,,,Ara Khachi Manoogian (D),,,,,,,,,,,,,,No
cvhs1022,Elizabeth Warren (D),Crescenta Valley High School,,,,,Adam Schiff (D)(Incumbent),,,,,,,,,,,,,,Yes
cvhs1025,Joe Biden (D),Crescenta Valley High School,,,,,,,,,,,,,,,,,,,Yes
CVHS1027,Bernie Sanders (D),Crescenta Valley High School,,,,,Jennifer Barbosa (Independent),,,,,,,,,,,,,,Yes
cvhs1028,,Crescenta Valley High School,,,,,,,,,,,,,,,,,,,No
CVHS1029,Andrew Yang (D),Crescenta Valley High School,,,,,Adam Schiff (D)(Incumbent),,,,,,,,,,,,,,Yes
CVHS1034,Pete Buttigieg (D),Crescenta Valley High School,,,,,,,,,,,,,,,,,,,No
CVHS1036,Pete Buttigieg (D),Crescenta Valley High School,,,,,Adam Schiff (D)(Incumbent),,,,,,,,,,,,,,Yes
Cvhs1043,Andrew Yang (D),Crescenta Valley High School,,,,,,,,,,,,,,,,,,,Yes
cvhs1044,,Crescenta Valley High School,,,,,William Bodell (R),,,,,,,,,,,,,,No
CVHS1046,Joe Biden (D),Crescenta Valley High School,,,,,,,,,,,,,,,,,,,
CVHS1047,,Crescenta Valley High School,,,,,William Bodell (R),,,,,,,,,,,,,,No
CVHS1050,Michael Bloomberg (D),Crescenta Valley High School,,,,,Adam Schiff (D)(Incumbent),,,,,,,,,,,,,,Yes
CVHS1052,Pete Buttigieg (D),Crescenta Valley High School,,,,,Adam Schiff (D)(Incumbent),,,,,,,,,,,,,,Yes
cvhs1054,Elizabeth Warren (D),Crescenta Valley High School,,,,,Adam Schiff (D)(Incumbent),,,,,,,,,,,,,,
Cvhs1059,Andrew Yang (D),Crescenta Valley High School,,,,,Sal Genovese (D),,,,,,,,,,,,,,
cvhs1062,Bernie Sanders (D),Crescenta Valley High School,,,,,,,,,,,,,,,,,,,Yes
CVHS1063,Bernie Sanders (D),Crescenta Valley High School,,,,,,,,,,,,,,,,,,,
CVHS1066,Elizabeth Warren (D),Crescenta Valley High School,,,,,Adam Schiff (D)(Incumbent),,,,,,,,,,,,,,Yes
CVHS1070,Elizabeth Warren (D),Crescenta Valley High School,,,,,Adam Schiff (D)(Incumbent),,,,,,,,,,,,,,Yes
CVHS1072,Bernie Sanders (D),Crescenta Valley High School,,,,,Adam Schiff (D)(Incumbent),,,,,,,,,,,,,,Yes
cvhs1073,Andrew Yang (D),Crescenta Valley High School,,,,,Chad Anderson (D),,,,,,,,,,,,,,Yes
cvhs1074,Andrew Yang (D),Crescenta Valley High School,,,,,,,,,,,,,,,,,,,No
CVHS1075,Elizabeth Warren (D),Crescenta Valley High School,,,,,Sal Genovese (D),,,,,,,,,,,,,,Yes
CVHS1077,Michael Bloomberg (D),Crescenta Valley High School,,,,,Jennifer Barbosa (Independent),,,,,,,,,,,,,,Yes
Cvhs1079,Bernie Sanders (D),Crescenta Valley High School,,,,,William Bodell (R),,,,,,,,,,,,,,Yes
CVHS1080,Pete Buttigieg (D),Crescenta Valley High School,,,,,Ara Khachi Manoogian (D),,,,,,,,,,,,,,Yes
CVHS1081,Bernie Sanders (D),Crescenta Valley High School,,,,,Ara Khachi Manoogian (D),,,,,,,,,,,,,,Yes
CVHS1082,Andrew Yang (D),Crescenta Valley High School,,,,,Sal Genovese (D),,,,,,,,,,,,,,No
CVHS1083,Joe Biden (D),Crescenta Valley High School,,,,,William Bodell (R),,,,,,,,,,,,,,Yes
Cvhs1085,Tom Steyer (D),Crescenta Valley High School,,,,,Chad Anderson (D),,,,,,,,,,,,,,Yes
CVHS1086,Bernie Sanders (D),Crescenta Valley High School,,,,,Adam Schiff (D)(Incumbent),,,,,,,,,,,,,,Yes
CVHS1089,Andrew Yang (D),Crescenta Valley High School,,,,,,,,,,,,,,,,,,,No
CVHS1091,Elizabeth Warren (D),Crescenta Valley High School,,,,,Chad Anderson (D),,,,,,,,,,,,,,Yes
Cvhs1092,Bernie Sanders (D),Crescenta Valley High School,,,,,Ara Khachi Manoogian (D),,,,,,,,,,,,,,Yes
CVHS1093,Michael Bloomberg (D),Crescenta Valley High School,,,,,William Bodell (R),,,,,,,,,,,,,,No
